accession_name	food_name	main_ingredient	ingredient_group	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
SRR27593188	ugba	oil bean seed	Legumes	MAG_312	Acinetobacter baumannii	0.1274	97.93	0.144	99.73	0.05	90	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
SRR27593188	ugba	oil bean seed	Legumes	MAG_501	Lactococcus lactis	0.0626	97.53	0.107	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
SRR27593188	ugba	oil bean seed	Legumes	LeechJ_xxxx__AF27__bin.4	Mixta spp.	0.0586	99.12	0.104	50.34482759	1.724137931	833	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Mixta
SRR27593188	ugba	oil bean seed	Legumes	MAG_6	Klebsiella quasipneumoniae	0.0991	95.46	0.103	71.87	2.06	629	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
SRR27593188	ugba	oil bean seed	Legumes	GCF_006740305.1_ASM674030v1_genomic	Lactobacillus delbrueckii	0.0499	97.91	0.102	99.03	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
SRR27593188	ugba	oil bean seed	Legumes	FalardeauJ_2023__SRR20811223__bin.4	Corynebacterium variabile	0.075	96.9	0.099	99.99	0.18	131	Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium
SRR27593188	ugba	oil bean seed	Legumes	LeechJ_xxxx__AF27__bin.5	Pseudomonas E parafulva B	0.0546	98.94	0.096	61.28164465	0.44837907	808	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E
SRR27593188	ugba	oil bean seed	Legumes	KharnaiorP_2023__SRR22859377__bin.2	Brucella pseudogrignonensis	0.0926	97.6	0.088	84.07	2.33	484	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella
SRR27593188	ugba	oil bean seed	Legumes	LeechJ_xxxx__AF57__bin.8	Vagococcus A lutrae	0.0335	97.15	0.07	98.34254144	0.695063269	82	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_A
SRR27593188	ugba	oil bean seed	Legumes	EBC_024.4	Kluyveromyces marxianus	0.1741	98.71	0.067	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593188	ugba	oil bean seed	Legumes	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1944	99.7	0.061	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593188	ugba	oil bean seed	Legumes	MASTER_WP4_FFoQSI_2__VB15-29__bin.12	Flaviflexus ciconiae	0.0384	99.34	0.056	99.79166667	0	62	Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Flaviflexus
SRR27593188	ugba	oil bean seed	Legumes	KumarJ_2019__SRS4562503__bin.9	Jeotgalicoccus nanhaiensis	0.021	97.71	0.036	89.65517241	1.340996169	14	Bacillota;Bacilli;Staphylococcales;Salinicoccaceae;Jeotgalicoccus
SRR27593188	ugba	oil bean seed	Legumes	LeechJ_2020__ERS3967691__bin.13	Weissella cibaria	0.0136	100	0.027	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
SRR27593189	okpehe	Prosopis africana seeds	Legumes	MotaGutierrezJ_2021__SRR11602153__bin.4	Bacillus subtilis	52.0698	99.11	69	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR27593189	okpehe	Prosopis africana seeds	Legumes	MAG_608	Caldifermentibacillus hisashii	18.4768	98.84	32	95.54	1.67	218	Bacillota;Bacilli;Bacillales_B;Caldibacillaceae;Caldifermentibacillus
SRR27593189	okpehe	Prosopis africana seeds	Legumes	EBC_088.5	Bacillus glycinifermentans	16.3619	99.38	21	98.33	0.72	84	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR27593189	okpehe	Prosopis africana seeds	Legumes	LeechJ_xxxx__AF80__bin.2	Ureibacillus thermosphaericus	3.5137	99.87	8.392	95.36423841	0.772626932	209	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Ureibacillus
SRR27593189	okpehe	Prosopis africana seeds	Legumes	LeechJ_xxxx__AF57__bin.8	Vagococcus A lutrae	2.3798	98.52	6.715	98.34254144	0.695063269	82	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_A
SRR27593189	okpehe	Prosopis africana seeds	Legumes	MAG_131	Heyndrickxia oleronia	3.9525	97.89	4.331	83.22	1.63	466	Bacillota;Bacilli;Bacillales_B;Bacillaceae_C;Heyndrickxia
SRR27593189	okpehe	Prosopis africana seeds	Legumes	LeechJ_xxxx__AF24__bin.1	Staphylococcus simulans	1.3972	98.73	3.065	98.89502762	0.552486188	95	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR27593189	okpehe	Prosopis africana seeds	Legumes	LeechJ_xxxx__AF57__bin.5	Atopostipes pullistercoris	0.2294	99.23	0.578	94.56521739	2.309782609	70	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
SRR27593189	okpehe	Prosopis africana seeds	Legumes	LeechJ_xxxx__AF45__bin.9	Staphylococcus condimenti	0.3117	99.37	0.562	97.79005525	4.660893375	160	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR27593189	okpehe	Prosopis africana seeds	Legumes	ODFM-BA-A-0009-005_Bacillus_velezensis_YJ11-1-4	Bacillus velezensis	0.3705	98.51	0.492	99.73	0.12	1	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR27593189	okpehe	Prosopis africana seeds	Legumes	LiZ_2018__SRS2920551__bin.1	Weizmannia coagulans	0.1758	97.98	0.332	95.84037092	1.421415561	317	Bacillota;Bacilli;Bacillales_B;Bacillaceae_C;Weizmannia
SRR27593189	okpehe	Prosopis africana seeds	Legumes	LeechJ_2020__ERS3967702__bin.3	Kurthia gibsonii	0.1614	97.69	0.306	98.78587196	0.220750552	138	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Kurthia
SRR27593189	okpehe	Prosopis africana seeds	Legumes	XieM_2019__SAMC044639__bin.27	Oceanobacillus indicireducens	0.1975	97.95	0.287	75.43859649	3.50877193	626	Bacillota;Bacilli;Bacillales_D;Amphibacillaceae;Oceanobacillus
SRR27593189	okpehe	Prosopis africana seeds	Legumes	MAG_485	Corynebacterium stationis	0.0881	96.74	0.216	85.2	2.04	336	Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium
SRR27593189	okpehe	Prosopis africana seeds	Legumes	LeechJ_xxxx__AF10__bin.16	Atopostipes spp.	0.0513	95.59	0.184	55.17241379	0	87	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
SRR27593189	okpehe	Prosopis africana seeds	Legumes	LeechJ_xxxx__AF15__bin.4	Bacillus A pacificus	0.1298	96.83	0.183	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A
SRR27593189	okpehe	Prosopis africana seeds	Legumes	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	Enterococcus B lactis	0.0881	98.32	0.163	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B
SRR27593189	okpehe	Prosopis africana seeds	Legumes	GCF_006740305.1_ASM674030v1_genomic	Lactobacillus delbrueckii	0.0218	99.63	0.061	99.03	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
SRR27593189	okpehe	Prosopis africana seeds	Legumes	YulandiA_2020__SRS6115053__bin.10	Enterococcus D gallinarum	0.0229	99.6	0.041	97.73584906	0.377358491	114	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D
SRR27593190	ogiri	melon seed	Legumes	LeechJ_xxxx__AF57__bin.5	Atopostipes pullistercoris	23.3056	100	40	94.56521739	2.309782609	70	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
SRR27593190	ogiri	melon seed	Legumes	LeechJ_xxxx__AF57__bin.8	Vagococcus A lutrae	15.0981	100	29	98.34254144	0.695063269	82	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_A
SRR27593190	ogiri	melon seed	Legumes	LeechJ_xxxx__AF57__bin.1	Clostridium F botulinum	19.7693	100	18	97.24137931	0.752351097	131	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium_F
SRR27593190	ogiri	melon seed	Legumes	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6	Enterococcus B faecium	8.6943	99.35	13.101	99.62546816	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B
SRR27593190	ogiri	melon seed	Legumes	YulandiA_2020__SRS6115053__bin.10	Enterococcus D gallinarum	7.8848	99.88	9.591	97.73584906	0.377358491	114	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D
SRR27593190	ogiri	melon seed	Legumes	MotaGutierrezJ_2021__SRR11602153__bin.4	Bacillus subtilis	7.7971	98.4	7.034	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR27593190	ogiri	melon seed	Legumes	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	Enterococcus B lactis	4.8371	97.45	6.105	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B
SRR27593190	ogiri	melon seed	Legumes	WalshAM_2017__ERS1739834__bin.1	Streptococcus infantarius	2.2108	99.37	4.701	99.62546816	0	25	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR27593190	ogiri	melon seed	Legumes	YulandiA_2020__SRS6115052__bin.21	Weissella paramesenteroides	2.3511	99.21	4.583	98.36400818	0	104	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
SRR27593190	ogiri	melon seed	Legumes	MAG_589	Atopostipes sp041223305	1.5879	96.79	2.953	63.21	2.63	564	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
SRR27593190	ogiri	melon seed	Legumes	EBC_089.14	Globicatella sulfidifaciens	1.1558	97.82	1.919	78.58	2.36	330	Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Globicatella
SRR27593190	ogiri	melon seed	Legumes	GCF_004771075.1_ASM477107v1_genomic	Weissella confusa	0.7878	99.47	1.286	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
SRR27593190	ogiri	melon seed	Legumes	MAG_45	Enterococcus D casseliflavus	0.8072	99.44	1.141	85.45	0.19	536	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D
SRR27593190	ogiri	melon seed	Legumes	KumarJ_2019__SRS4562503__bin.5	Staphylococcus gallinarum	0.5944	99.51	0.768	98.89502762	1.657458564	60	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR27593190	ogiri	melon seed	Legumes	Wy2_bin.circ.1	Streptococcus thermophilus	0.359	99.04	0.706	99.89	0.15	1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR27593190	ogiri	melon seed	Legumes	LeechJ_xxxx__AF45__bin.9	Staphylococcus condimenti	0.4498	99.33	0.552	97.79005525	4.660893375	160	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR27593190	ogiri	melon seed	Legumes	YouL_2022__SRR13308520__bin.4	Macrococcoides caseolyticum	0.2544	98.59	0.477	98.85	0.05	61	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Macrococcoides
SRR27593190	ogiri	melon seed	Legumes	GCF_001885995.1_ASM188599v1_genomic	Enterococcus G italicus	0.2755	97.82	0.429	99.01	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_G
SRR27593190	ogiri	melon seed	Legumes	DeFilippisF_xxxx__DF_104__bin.4	Streptococcus macedonicus	0.1924	97.33	0.383	95.50561798	0.374531835	72	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR27593190	ogiri	melon seed	Legumes	LeechJ_2020__ERS3967702__bin.3	Kurthia gibsonii	0.2735	98.65	0.353	98.78587196	0.220750552	138	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Kurthia
SRR27593190	ogiri	melon seed	Legumes	AlvarezOrdonezA_xxxx__Q06-25__bin.5	Staphylococcus epidermidis	0.1421	98.06	0.213	99.79794993	0.113697164	88	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR27593190	ogiri	melon seed	Legumes	MASTER_WP4_CSIC_1__P2235_73323__bin.9	Enterococcus faecalis	0.1464	98.66	0.189	99.62546816	0	44	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
SRR27593190	ogiri	melon seed	Legumes	178	Staphylococcus carnosus	0.119	95.08	0.169	98.9	1.1	13	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR27593190	ogiri	melon seed	Legumes	L1.2_bin.2	Staphylococcus pasteuri	0.103	95.92	0.141	99.17	0.46	58	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR27593190	ogiri	melon seed	Legumes	EBC_134.5	Clostridium beijerinckii	0.1979	97.3	0.115	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium
SRR27593190	ogiri	melon seed	Legumes	FalardeauJ_2023__SRR20811279__bin.3	Lactiplantibacillus plantarum	0.0784	98.95	0.091	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
SRR27593190	ogiri	melon seed	Legumes	LeechJ_xxxx__AF27__bin.4	Mixta spp.	0.0535	98.51	0.088	50.34482759	1.724137931	833	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Mixta
SRR27593190	ogiri	melon seed	Legumes	MAG_594	Mammaliicoccus sciuri	0.0544	99.51	0.076	94.48	2.39	100	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Mammaliicoccus
SRR27593190	ogiri	melon seed	Legumes	GCF_006740305.1_ASM674030v1_genomic	Lactobacillus delbrueckii	0.0391	97.82	0.074	99.03	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
SRR27593190	ogiri	melon seed	Legumes	YulandiA_2020__SRS6115052__bin.11	Ligilactobacillus agilis	0.0319	98.96	0.073	93.84816754	1.439790576	176	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
SRR27593190	ogiri	melon seed	Legumes	CM_UNINA_FFOOD__FFOOD_425__bin.9	Pediococcus acidilactici	0.0323	98.7	0.063	99.98	0	9	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus
SRR27593190	ogiri	melon seed	Legumes	LeechJ_xxxx__AF27__bin.5	Pseudomonas E parafulva B	0.0317	99.37	0.052	61.28164465	0.44837907	808	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E
SRR27593190	ogiri	melon seed	Legumes	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1509	99.35	0.044	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593190	ogiri	melon seed	Legumes	FontanaF_2023__SRR20746839__bin.4	Limosilactobacillus fermentum	0.0192	100	0.041	99.89	0.03	58	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
SRR27593190	ogiri	melon seed	Legumes	EBC_024.4	Kluyveromyces marxianus	0.1145	98.72	0.041	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF56__bin.5	Savagea serpentis	27.2798	100	64	88.2781457	1.048565121	230	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Savagea
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF57__bin.8	Vagococcus A lutrae	24.5205	99.13	58	98.34254144	0.695063269	82	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_A
SRR27593191	iru	locust bean	Legumes	KumarJ_2019__SRS4562503__bin.9	Jeotgalicoccus nanhaiensis	16.4371	97.66	32	89.65517241	1.340996169	14	Bacillota;Bacilli;Staphylococcales;Salinicoccaceae;Jeotgalicoccus
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF80__bin.2	Ureibacillus thermosphaericus	6.9587	99.89	13.933	95.36423841	0.772626932	209	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Ureibacillus
SRR27593191	iru	locust bean	Legumes	MotaGutierrezJ_2021__SRR11602153__bin.4	Bacillus subtilis	8.8138	98.81	9.791	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF83__bin.9	Nosocomiicoccus stercorigallinarum	2.3854	99.7	8.333	86.74033149	0.552486188	69	Bacillota;Bacilli;Staphylococcales;Salinicoccaceae;Nosocomiicoccus
SRR27593191	iru	locust bean	Legumes	MAG_589	Atopostipes sp041223305	2.6061	97.89	5.969	63.21	2.63	564	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF06__bin.8	Alloiococcus sp035301245	1.6062	99.51	5.942	82.33695652	3.537200294	60	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Alloiococcus
SRR27593191	iru	locust bean	Legumes	MAG_485	Corynebacterium stationis	2.1263	98.2	4.38	85.2	2.04	336	Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium
SRR27593191	iru	locust bean	Legumes	MASTER_WP4_FFoQSI_1__VB-16-M16__bin.2	Ruoffia tabacinasalis	1.8622	97.79	3.756	97.81420765	0.819672131	105	Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Ruoffia
SRR27593191	iru	locust bean	Legumes	MAG_608	Caldifermentibacillus hisashii	2.1538	98.26	3.127	95.54	1.67	218	Bacillota;Bacilli;Bacillales_B;Caldibacillaceae;Caldifermentibacillus
SRR27593191	iru	locust bean	Legumes	EBC_088.16	Brevibacillus borstelensis	1.4853	99.26	1.395	96.18	1.36	101	Bacillota;Bacilli;Brevibacillales;Brevibacillaceae;Brevibacillus
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF43__bin.8	Yaniella sp029267455	0.4256	99.32	0.789	79.79139362	3.81170817	530	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Yaniella
SRR27593191	iru	locust bean	Legumes	Wy2_bin.circ.1	Streptococcus thermophilus	0.2146	98.84	0.52	99.89	0.15	1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR27593191	iru	locust bean	Legumes	WalshAM_2017__ERS1739834__bin.1	Streptococcus infantarius	0.1945	99.89	0.509	99.62546816	0	25	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR27593191	iru	locust bean	Legumes	YouL_2022__SRR13308520__bin.4	Macrococcoides caseolyticum	0.1439	98.81	0.333	98.85	0.05	61	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Macrococcoides
SRR27593191	iru	locust bean	Legumes	LeechJ_2020__ERS3967702__bin.3	Kurthia gibsonii	0.1581	98.68	0.251	98.78587196	0.220750552	138	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Kurthia
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF24__bin.1	Staphylococcus simulans	0.1235	98.49	0.227	98.89502762	0.552486188	95	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF57__bin.5	Atopostipes pullistercoris	0.1017	98.51	0.215	94.56521739	2.309782609	70	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
SRR27593191	iru	locust bean	Legumes	KharnaiorP_2023__SRR22859379__bin.2	Mammaliicoccus lentus	0.1316	97.22	0.205	99.85	1.47	104	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Mammaliicoccus
SRR27593191	iru	locust bean	Legumes	GCF_006740305.1_ASM674030v1_genomic	Lactobacillus delbrueckii	0.0304	96.48	0.071	99.03	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
SRR27593191	iru	locust bean	Legumes	TomarS_2023__SRR15925267__bin.15	Bacillus licheniformis	0.0458	98.14	0.052	99.98	0.04	66	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF27__bin.4	Mixta spp.	0.0254	98.31	0.051	50.34482759	1.724137931	833	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Mixta
SRR27593191	iru	locust bean	Legumes	EBC_024.4	Kluyveromyces marxianus	0.0774	98.03	0.034	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593191	iru	locust bean	Legumes	LeechJ_xxxx__AF27__bin.5	Pseudomonas E parafulva B	0.0153	99.69	0.031	61.28164465	0.44837907	808	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E
SRR27593191	iru	locust bean	Legumes	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.077	99.53	0.028	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593192	wine palm	palm sap	Sugar	LeechJ_xxxx__AF55__bin.16	Lactobacillus spp.	36.346	100	156	97.48062016	1.034206964	155	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
SRR27593192	wine palm	palm sap	Sugar	LeechJ_xxxx__AF21__bin.7	Fructobacillus sp028764065	10.3212	99.88	57	97.9930192	1.178010471	35	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Fructobacillus
SRR27593192	wine palm	palm sap	Sugar	MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.2	Zymomonas mobilis	12.8588	98.53	45	100	0	14	Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas
SRR27593192	wine palm	palm sap	Sugar	MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.1	Leuconostoc suionicum	12.7292	98.6	44	100	0	39	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
SRR27593192	wine palm	palm sap	Sugar	LeechJ_xxxx__AF55__bin.3	Fructobacillus spp.	2.3978	100	18	57.24137931	2.586206897	39	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Fructobacillus
SRR27593192	wine palm	palm sap	Sugar	FontanaF_2023__SRR20746839__bin.4	Limosilactobacillus fermentum	2.152	98.31	8.944	99.89	0.03	58	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
SRR27593192	wine palm	palm sap	Sugar	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	12.9354	99.37	7.577	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593192	wine palm	palm sap	Sugar	LeechJ_xxxx__AF55__bin.6	Zymobacter palmae	2.6218	99.99	6.775	92.12133953	1.725361197	199	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Zymobacter
SRR27593192	wine palm	palm sap	Sugar	LeechJ_xxxx__AF55__bin.10	Fructobacillus fructosus	1.0392	99.96	6.681	75.65830721	1.724137931	109	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Fructobacillus
SRR27593192	wine palm	palm sap	Sugar	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	Leuconostoc citreum	1.1417	99.36	4.715	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
SRR27593192	wine palm	palm sap	Sugar	MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.4	Liquorilactobacillus nagelii	0.7683	99.26	2.252	99.47643979	0	35	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus
SRR27593192	wine palm	palm sap	Sugar	LeechJ_xxxx__AF51__bin.9	Acetobacter oryzoeni	0.2559	99.62	1.68	54.17836283	2.487562189	427	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
SRR27593192	wine palm	palm sap	Sugar	SRR10454486C2703_ghanensis_assembly	Acetobacter ghanensis	0.6035	98.49	1.65	99.75	0	25	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
SRR27593192	wine palm	palm sap	Sugar	ChaconVargasK_2020__SRS6087094__bin.10	Acinetobacter spp.	0.3965	98.64	1.617	84.6743295	1.340996169	270	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
SRR27593192	wine palm	palm sap	Sugar	GCF_004014775.2_ASM401477v2_genomic	Acetobacter oryzoeni	0.5924	97.58	1.32	100	0	4	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
SRR27593192	wine palm	palm sap	Sugar	LeechJ_xxxx__AF84__bin.19	Leuconostoc B fallax	0.2241	98.67	1.046	94.58987784	3.403141361	221	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc_B
SRR27593192	wine palm	palm sap	Sugar	MAG_15	Acetobacter fabarum	0.3743	98.73	0.999	100	0.25	21	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
SRR27593192	wine palm	palm sap	Sugar	LeechJ_xxxx__AF23__bin.9	Lactobacillus spp.	0.174	99.45	0.79	89.39464215	2.705627706	261	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
SRR27593192	wine palm	palm sap	Sugar	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1	Leuconostoc pseudomesenteroides	0.193	96.86	0.678	99.82363316	0	29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
SRR27593192	wine palm	palm sap	Sugar	MAG_116	Leuconostoc pseudomesenteroides	0.1014	99.25	0.626	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
SRR27593192	wine palm	palm sap	Sugar	MortensenS_xxxx__WK040-2-L-48h-03F4_S68__bin.4	Acetobacter syzygii	0.2147	98.43	0.612	98.50746269	0	108	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
SRR27593192	wine palm	palm sap	Sugar	MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.2	Acetobacter pasteurianus	0.1919	97.17	0.514	99.50248756	0	126	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
SRR27593192	wine palm	palm sap	Sugar	MAG_501	Lactococcus lactis	0.1617	99.02	0.496	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
SRR27593192	wine palm	palm sap	Sugar	G_514_1B_orientalis_assembly	Acetobacter orientalis	0.1597	97.47	0.362	100	0	34	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
