accession_name	food_name	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
SRR27593175	burukutu	LeechJ_xxxx__AF67__bin.4	Kazachstania bovina	14.7434	99.99	7.151	62.7	1	2742	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
SRR27593175	burukutu	EBC_024.4	Kluyveromyces marxianus	0.5394	98.24	0.209	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593175	burukutu	GCA_008274985.1_ASM827498v1_genomic	Aspergillus sojae	1.1188	95.29	0.11	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
SRR27593175	burukutu	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.1849	99.16	0.053	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593175	burukutu	DuR_2020__DRS139335__bin.25	Cyberlindnera fabianii	0.0804	98.46	0.034	65	0	2059	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR27593175	burukutu	LiZ_2018__SRS2920550__bin.14	Aspergillus fumigatus	0.1729	99.38	0.031	68.2	0.3	4059	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
SRR27593175	burukutu	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0356	100	0.013	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593176	obiolor	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	2.4275	99.73	1.827	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593176	obiolor	LeechJ_xxxx__AF29__bin.14	Candida glabrata	2.6504	99.77	1.757	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR27593176	obiolor	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	0.8167	98.32	0.417	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR27593176	obiolor	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.4527	98.94	0.258	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593176	obiolor	EBC_024.4	Kluyveromyces marxianus	0.0809	96.42	0.063	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593176	obiolor	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0408	100	0.026	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593176	obiolor	MASTER_WP4_TEAGASC_1__TGS07-22__bin.3	Trichosporon asahii	0.0419	98.54	0.016	65	0.5	4078	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon
SRR27593177	cheese wara	EBC_024.4	Kluyveromyces marxianus	0.1429	95.75	0.041	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593177	cheese wara	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0439	100	0.01	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593179	nunu	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	7.9826	99.39	3.979	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593179	nunu	EBC_024.4	Kluyveromyces marxianus	0.0639	99.08	0.038	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593179	nunu	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0635	99.88	0.03	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593179	nunu	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0515	98.03	0.029	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593179	nunu	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.035	99.72	0.015	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593180	iru	EBC_024.4	Kluyveromyces marxianus	0.2882	97.52	0.058	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593180	iru	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.245	98.98	0.04	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593181	nono	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.1023	97.47	0.062	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593181	nono	EBC_024.4	Kluyveromyces marxianus	0.0724	98.37	0.052	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593181	nono	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0588	100	0.034	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593182	kunu	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0546	99.86	0.014	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593183	otiru	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	7.9166	99.66	3.93	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593183	otiru	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	1.0584	98.82	0.398	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593183	otiru	MASTER_WP4_TEAGASC_1__TGS07-22__bin.3	Trichosporon asahii	0.3434	99.14	0.085	65	0.5	4078	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon
SRR27593183	otiru	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0642	98.58	0.027	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593184	koko	EBC_024.4	Kluyveromyces marxianus	0.3675	99.15	0.071	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593184	koko	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.391	100	0.062	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593186	ogi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.6498	99.59	0.237	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593187	ogi	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	1.948	98.83	0.038	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593187	ogi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	1.53	98.65	0.036	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593187	ogi	EBC_024.4	Kluyveromyces marxianus	1.2954	99.06	0.031	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593188	ugba	EBC_024.4	Kluyveromyces marxianus	0.1741	98.71	0.067	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593188	ugba	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1944	99.7	0.061	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593190	ogiri	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1509	99.35	0.044	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593190	ogiri	EBC_024.4	Kluyveromyces marxianus	0.1145	98.72	0.041	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593191	iru	EBC_024.4	Kluyveromyces marxianus	0.0774	98.03	0.034	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593191	iru	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.077	99.53	0.028	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593192	wine palm	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	12.9354	99.37	7.577	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593192	wine palm	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.0284	97.82	0.024	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR27593192	wine palm	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.0322	97	0.016	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593192	wine palm	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0243	98.79	0.016	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593193	gari	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	13.4583	99.79	5.065	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593193	gari	EBC_024.4	Kluyveromyces marxianus	7.9547	99.4	3.1	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593193	gari	GCA_003243815.1_ASM324381v1_genomic	Candida sake	7.5145	99.87	2.105	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora
SRR27593193	gari	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.8435	99.77	0.268	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593193	gari	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	0.3998	98.68	0.133	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR27593193	gari	MASTER_WP4_UNINA_2__A-22__bin.12	Pichia norvegensis	0.2023	99.34	0.105	68.3	0.4	1153	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593193	gari	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.2651	98.34	0.087	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593193	gari	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.2004	97.09	0.057	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593193	gari	MASTER_WP4_CSIC_2__P2614__bin.19	unknown spp.	0.0586	99.44	0.037	57.7	0	475	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;unknown
SRR27593193	gari	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.0663	96.67	0.031	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR27593194	lafun	LeechJ_xxxx__AF82__bin.10	Pichia spp.	0.3496	98.8	0.168	69.4	0.1	2280	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593195	iru	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0814	97.11	0.017	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593197	fufu	LeechJ_xxxx__AF82__bin.10	Pichia spp.	0.5174	99.36	0.264	69.4	0.1	2280	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593197	fufu	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.2637	99.39	0.116	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593197	fufu	GCA_003243815.1_ASM324381v1_genomic	Candida sake	0.0753	96.03	0.025	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora
SRR27593198	ogi	EBC_024.4	Kluyveromyces marxianus	3.1802	95.56	0.057	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593198	ogi	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	1.4865	99.35	0.022	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593199	fura	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.4291	99.48	0.134	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593199	fura	EBC_024.4	Kluyveromyces marxianus	0.1134	98.24	0.037	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593199	fura	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.1298	98.49	0.031	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593199	fura	DuR_2020__DRS139335__bin.25	Cyberlindnera fabianii	0.0761	99.95	0.027	65	0	2059	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR27593199	fura	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0742	100	0.02	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593200	iru	EBC_024.4	Kluyveromyces marxianus	0.1005	97.28	0.035	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593200	iru	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0807	99.24	0.023	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593201	okpehe	EBC_024.4	Kluyveromyces marxianus	0.1378	98.95	0.051	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593201	okpehe	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1334	100	0.04	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593201	okpehe	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0533	98.47	0.019	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593202	ogi	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.5378	98.6	0.055	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593202	ogi	EBC_024.4	Kluyveromyces marxianus	0.3878	97.94	0.049	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593203	ogiri	EBC_024.4	Kluyveromyces marxianus	0.1765	98.04	0.066	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593203	ogiri	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1763	99.77	0.054	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593204	gari	LeechJ_xxxx__AF82__bin.10	Pichia spp.	0.1329	97.54	0.067	69.4	0.1	2280	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593205	ugba	EBC_024.4	Kluyveromyces marxianus	0.1417	96.87	0.046	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593205	ugba	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1085	98.68	0.029	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593206	cheese wara	EBC_024.4	Kluyveromyces marxianus	0.0887	95.3	0.033	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593207	kunu	EBC_024.4	Kluyveromyces marxianus	2.8244	98.9	0.108	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593207	kunu	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	3.468	99.8	0.108	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593207	kunu	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	0.4129	98.67	0.013	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR27593208	otika	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	8.8687	99.34	3.222	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593208	otika	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.1217	98.72	0.043	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593208	otika	EBC_024.4	Kluyveromyces marxianus	0.0889	98.55	0.038	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593209	burukutu	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	92.5323	99.63	39	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593209	burukutu	EBC_024.4	Kluyveromyces marxianus	1.1479	98.16	0.572	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593210	emu	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	31.8104	99.36	12.018	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593211	agadagidi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.9342	99.52	0.484	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593211	agadagidi	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.3164	98.84	0.206	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR27593211	agadagidi	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.4248	98.57	0.167	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593211	agadagidi	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.0892	96.31	0.041	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593211	agadagidi	DuR_2020__DRS139335__bin.25	Cyberlindnera fabianii	0.035	97.66	0.021	65	0	2059	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR27593211	agadagidi	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	0.0326	99.62	0.015	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR27593212	ogi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	1.2869	99.47	0.129	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593216	kunu	EBC_024.4	Kluyveromyces marxianus	2.9141	98.81	0.107	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593216	kunu	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	3.5695	99.63	0.107	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593216	kunu	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	0.4048	99.02	0.013	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR27593217	pito	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	99.1469	99.57	76	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593218	fufu	LeechJ_xxxx__AF82__bin.10	Pichia spp.	0.221	96.97	0.087	69.4	0.1	2280	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593219	burukutu	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	30.6507	99.78	34	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593219	burukutu	MortensenS_xxxx__WK040-2-L-08h-03F3_S67__bin.4	Lachancea fermentati	2.9532	99.73	3.952	99.1	0	247	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea
SRR27593219	burukutu	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.3109	96.35	0.57	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
SRR27593219	burukutu	EBC_024.4	Kluyveromyces marxianus	0.3731	99.02	0.489	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593219	burukutu	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.2806	99.16	0.269	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593219	burukutu	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.1512	99.6	0.191	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593219	burukutu	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.0557	98.96	0.07	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR27593219	burukutu	LeechJ_xxxx__AF29__bin.14	Candida glabrata	0.0376	97.51	0.042	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR27593219	burukutu	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.0321	98.58	0.035	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR27593220	brukina	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.1247	96.24	0.055	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593221	zonkom	LeechJ_xxxx__AF29__bin.14	Candida glabrata	22.7064	100	9.439	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR27593221	zonkom	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	8.9827	99.48	3.715	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593221	zonkom	EBC_024.4	Kluyveromyces marxianus	0.1704	99.28	0.083	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593221	zonkom	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.163	98.91	0.077	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593222	pito	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	99.7589	99.63	82	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR27593223	cheese wagashi	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	7.1635	99.96	1.722	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR27593223	cheese wagashi	EBC_024.4	Kluyveromyces marxianus	4.7176	99.59	1.393	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593223	cheese wagashi	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	0.8827	98.92	0.222	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR27593223	cheese wagashi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.2113	99.56	0.06	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR27593223	cheese wagashi	DuR_2020__DRS139335__bin.25	Cyberlindnera fabianii	0.0656	98.18	0.021	65	0	2059	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR27593224	zonkom	LeechJ_xxxx__AF26__bin.5	Hanseniaspora spp.	34.3043	100	48	80	0.1	170	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR27593224	zonkom	LeechJ_xxxx__AF26__bin.14	unknown spp.	3.1101	99.98	4.325	70.9	0.1	2372	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;unknown
SRR27593224	zonkom	GCA_003243815.1_ASM324381v1_genomic	Candida sake	0.6021	99.75	0.544	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora
SRR27593224	zonkom	EBC_024.4	Kluyveromyces marxianus	0.0427	99.35	0.054	93.58	0.21	344	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR27593224	zonkom	MASTER_WP4_CSIC_2__P2574__bin.32	Candida tropicalis	0.047	98.47	0.043	95.3	0.3	1169	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
