run_accession	study_accession	study_title	experiment_accession	experiment_title	library_strategy	library_selection	library_layout	instrument_model	instrument_model_desc	run_total_bases	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type
SRR26215941	SRP463826	Water Kefir Metagenomes	SRX21926457	WK039_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	963317486	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215942	SRP463826	Water Kefir Metagenomes	SRX21926456	WK039_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	922780630	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215943	SRP463826	Water Kefir Metagenomes	SRX21926455	WK038_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1051015870	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215944	SRP463826	Water Kefir Metagenomes	SRX21926454	WK002_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1171671514	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215946	SRP463826	Water Kefir Metagenomes	SRX21926452	WK028_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	883423386	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215947	SRP463826	Water Kefir Metagenomes	SRX21926340	WK038_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1083865618	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215948	SRP463826	Water Kefir Metagenomes	SRX21926451	WK028_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	935557042	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215949	SRP463826	Water Kefir Metagenomes	SRX21926450	WK028_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1099453046	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215950	SRP463826	Water Kefir Metagenomes	SRX21926449	WK027_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	974758152	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215951	SRP463826	Water Kefir Metagenomes	SRX21926448	WK027_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	973443848	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215952	SRP463826	Water Kefir Metagenomes	SRX21926447	WK027_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1023204992	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215953	SRP463826	Water Kefir Metagenomes	SRX21926446	WK027_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	3187731706	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215954	SRP463826	Water Kefir Metagenomes	SRX21926445	WK027_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1732194084	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215955	SRP463826	Water Kefir Metagenomes	SRX21926444	WK026_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1012339032	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215956	SRP463826	Water Kefir Metagenomes	SRX21926443	WK002_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1019985068	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215957	SRP463826	Water Kefir Metagenomes	SRX21926442	WK026_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1775829460	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215958	SRP463826	Water Kefir Metagenomes	SRX21926441	WK026_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	875285392	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215959	SRP463826	Water Kefir Metagenomes	SRX21926440	WK026_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1429456298	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215960	SRP463826	Water Kefir Metagenomes	SRX21926439	WK026_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1402480148	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215961	SRP463826	Water Kefir Metagenomes	SRX21926438	WK025_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1513659334	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215962	SRP463826	Water Kefir Metagenomes	SRX21926437	WK025_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1607289904	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215963	SRP463826	Water Kefir Metagenomes	SRX21926436	WK025_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1100448740	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215964	SRP463826	Water Kefir Metagenomes	SRX21926435	WK025_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1664053220	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215965	SRP463826	Water Kefir Metagenomes	SRX21926434	WK025_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	977945158	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215966	SRP463826	Water Kefir Metagenomes	SRX21926433	WK024_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1370468450	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215967	SRP463826	Water Kefir Metagenomes	SRX21926432	WK001_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1081355998	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215968	SRP463826	Water Kefir Metagenomes	SRX21926431	WK024_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1156269212	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215969	SRP463826	Water Kefir Metagenomes	SRX21926430	WK024_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1147619026	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215970	SRP463826	Water Kefir Metagenomes	SRX21926429	WK024_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1149990632	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215971	SRP463826	Water Kefir Metagenomes	SRX21926428	WK024_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1018767404	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215972	SRP463826	Water Kefir Metagenomes	SRX21926427	WK023_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1003210478	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215973	SRP463826	Water Kefir Metagenomes	SRX21926426	WK023_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1075188252	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215974	SRP463826	Water Kefir Metagenomes	SRX21926425	WK023_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1182301008	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215975	SRP463826	Water Kefir Metagenomes	SRX21926423	WK009_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1123122598	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215976	SRP463826	Water Kefir Metagenomes	SRX21926422	WK009_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1018332524	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215977	SRP463826	Water Kefir Metagenomes	SRX21926421	WK009_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1162705436	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215978	SRP463826	Water Kefir Metagenomes	SRX21926420	WK009_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1125279482	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215979	SRP463826	Water Kefir Metagenomes	SRX21926419	WK008_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	900896200	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215981	SRP463826	Water Kefir Metagenomes	SRX21926417	WK008_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1177337638	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215982	SRP463826	Water Kefir Metagenomes	SRX21926416	WK008_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1077295306	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215983	SRP463826	Water Kefir Metagenomes	SRX21926415	WK008_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	985066016	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215985	SRP463826	Water Kefir Metagenomes	SRX21926413	WK007_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1065846788	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215986	SRP463826	Water Kefir Metagenomes	SRX21926412	WK007_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1103999958	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215987	SRP463826	Water Kefir Metagenomes	SRX21926411	WK007_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1121422036	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215988	SRP463826	Water Kefir Metagenomes	SRX21926410	WK007_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	998789500	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215989	SRP463826	Water Kefir Metagenomes	SRX21926409	WK007_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	957201986	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215990	SRP463826	Water Kefir Metagenomes	SRX21926408	WK006_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1054357198	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215992	SRP463826	Water Kefir Metagenomes	SRX21926406	WK006_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	975834782	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215993	SRP463826	Water Kefir Metagenomes	SRX21926405	WK006_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1006258866	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215994	SRP463826	Water Kefir Metagenomes	SRX21926404	WK006_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1146758326	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215995	SRP463826	Water Kefir Metagenomes	SRX21926403	WK006_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1035198318	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215996	SRP463826	Water Kefir Metagenomes	SRX21926402	WK069_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1549797258	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215997	SRP463826	Water Kefir Metagenomes	SRX21926401	WK069_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1427617118	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215998	SRP463826	Water Kefir Metagenomes	SRX21926400	WK069_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	402289066	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26215999	SRP463826	Water Kefir Metagenomes	SRX21926399	WK069_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1625427118	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216000	SRP463826	Water Kefir Metagenomes	SRX21926398	WK069_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1505896122	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216001	SRP463826	Water Kefir Metagenomes	SRX21926397	WK068_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1222807664	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216002	SRP463826	Water Kefir Metagenomes	SRX21926508	WK005_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	965034054	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216003	SRP463826	Water Kefir Metagenomes	SRX21926395	WK063_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	596945884	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216004	SRP463826	Water Kefir Metagenomes	SRX21926394	WK063_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1275991072	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216005	SRP463826	Water Kefir Metagenomes	SRX21926393	WK063_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	841875736	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216006	SRP463826	Water Kefir Metagenomes	SRX21926392	WK062_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1240014114	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216007	SRP463826	Water Kefir Metagenomes	SRX21926391	WK005_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	925290854	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216008	SRP463826	Water Kefir Metagenomes	SRX21926390	WK062_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1414975700	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216009	SRP463826	Water Kefir Metagenomes	SRX21926389	WK062_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	646332246	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216010	SRP463826	Water Kefir Metagenomes	SRX21926388	WK062_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1139071218	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216011	SRP463826	Water Kefir Metagenomes	SRX21926387	WK062_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1405472062	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216012	SRP463826	Water Kefir Metagenomes	SRX21926386	WK061_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1426567970	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216013	SRP463826	Water Kefir Metagenomes	SRX21926385	WK061_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1708094484	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216014	SRP463826	Water Kefir Metagenomes	SRX21926384	WK061_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	698198632	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216015	SRP463826	Water Kefir Metagenomes	SRX21926383	WK061_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1468241252	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216016	SRP463826	Water Kefir Metagenomes	SRX21926382	WK061_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1615075464	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216017	SRP463826	Water Kefir Metagenomes	SRX21926381	WK060_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1331021512	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216018	SRP463826	Water Kefir Metagenomes	SRX21926380	WK005_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1088874892	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216019	SRP463826	Water Kefir Metagenomes	SRX21926379	WK060_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1558554352	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216020	SRP463826	Water Kefir Metagenomes	SRX21926378	WK060_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	586994682	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216021	SRP463826	Water Kefir Metagenomes	SRX21926377	WK060_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1058559528	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216022	SRP463826	Water Kefir Metagenomes	SRX21926376	WK060_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1475196916	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216023	SRP463826	Water Kefir Metagenomes	SRX21926375	WK059_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1241539516	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216024	SRP463826	Water Kefir Metagenomes	SRX21926374	WK059_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1457655548	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216025	SRP463826	Water Kefir Metagenomes	SRX21926373	WK059_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	714589984	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216026	SRP463826	Water Kefir Metagenomes	SRX21926372	WK059_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1261374574	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216027	SRP463826	Water Kefir Metagenomes	SRX21926371	WK059_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1450839710	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216028	SRP463826	Water Kefir Metagenomes	SRX21926370	WK058_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1172043880	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216029	SRP463826	Water Kefir Metagenomes	SRX21926369	WK004_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1157141086	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216031	SRP463826	Water Kefir Metagenomes	SRX21926367	WK053_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1191093134	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216032	SRP463826	Water Kefir Metagenomes	SRX21926366	WK053_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1204970940	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216033	SRP463826	Water Kefir Metagenomes	SRX21926365	WK053_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1289290850	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216034	SRP463826	Water Kefir Metagenomes	SRX21926364	WK052_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1181234344	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216035	SRP463826	Water Kefir Metagenomes	SRX21926363	WK004_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	980046172	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216036	SRP463826	Water Kefir Metagenomes	SRX21926362	WK052_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1199502022	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216038	SRP463826	Water Kefir Metagenomes	SRX21926360	WK052_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1139335468	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216039	SRP463826	Water Kefir Metagenomes	SRX21926359	WK052_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1020008926	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216040	SRP463826	Water Kefir Metagenomes	SRX21926358	WK051_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1053691590	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216041	SRP463826	Water Kefir Metagenomes	SRX21926357	WK051_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1032580280	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216042	SRP463826	Water Kefir Metagenomes	SRX21926356	WK051_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	840360300	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216043	SRP463826	Water Kefir Metagenomes	SRX21926355	WK051_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1109172312	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216044	SRP463826	Water Kefir Metagenomes	SRX21926354	WK051_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	936373348	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216045	SRP463826	Water Kefir Metagenomes	SRX21926353	WK050_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	373811070	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216046	SRP463826	Water Kefir Metagenomes	SRX21926352	WK004_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1113703218	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216047	SRP463826	Water Kefir Metagenomes	SRX21926351	WK050_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	906633294	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216048	SRP463826	Water Kefir Metagenomes	SRX21926350	WK050_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	804363712	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216049	SRP463826	Water Kefir Metagenomes	SRX21926349	WK050_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	822279862	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216050	SRP463826	Water Kefir Metagenomes	SRX21926348	WK050_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1580973020	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216051	SRP463826	Water Kefir Metagenomes	SRX21926347	WK049_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1348078472	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216052	SRP463826	Water Kefir Metagenomes	SRX21926346	WK049_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1269270666	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216053	SRP463826	Water Kefir Metagenomes	SRX21926345	WK049_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	820805498	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216054	SRP463826	Water Kefir Metagenomes	SRX21926344	WK049_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1292549430	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216055	SRP463826	Water Kefir Metagenomes	SRX21926343	WK049_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1209445674	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216056	SRP463826	Water Kefir Metagenomes	SRX21926342	WK048_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	952478102	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216057	SRP463826	Water Kefir Metagenomes	SRX21926341	WK003_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1131638998	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216058	SRP463826	Water Kefir Metagenomes	SRX21926236	WK048_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	867695830	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216059	SRP463826	Water Kefir Metagenomes	SRX21926339	WK038_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	916712544	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216060	SRP463826	Water Kefir Metagenomes	SRX21926338	WK038_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1000686664	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216061	SRP463826	Water Kefir Metagenomes	SRX21926337	WK038_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1010219294	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216062	SRP463826	Water Kefir Metagenomes	SRX21926336	WK037_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1016088060	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216063	SRP463826	Water Kefir Metagenomes	SRX21926335	WK037_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1010391434	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216064	SRP463826	Water Kefir Metagenomes	SRX21926334	WK037_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	929068874	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216065	SRP463826	Water Kefir Metagenomes	SRX21926333	WK037_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	954784778	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216066	SRP463826	Water Kefir Metagenomes	SRX21926332	WK037_1_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	846218194	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216067	SRP463826	Water Kefir Metagenomes	SRX21926331	WK036_2_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	996500944	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216068	SRP463826	Water Kefir Metagenomes	SRX21926330	WK002_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	1133102490	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216069	SRP463826	Water Kefir Metagenomes	SRX21926329	WK036_2_L_08h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	925001538	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216070	SRP463826	Water Kefir Metagenomes	SRX21926328	WK036_2_G_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	885133310	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
SRR26216071	SRP463826	Water Kefir Metagenomes	SRX21926327	WK036_1_L_48h	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	954648878	tibicos fig	water_kefir	Plant	Sugar	sugar	beverage
